,Unnamed: 0,price,Converted,Under_30,Sex
1831,6831,56.0,0.0,0.0,0.0
1832,6832,56.0,0.0,1.0,1.0
1833,6833,56.0,0.0,0.0,1.0
1834,6834,56.0,0.0,0.0,0.0
1835,6835,56.0,1.0,1.0,1.0
1836,6836,56.0,1.0,1.0,1.0
1837,6837,56.0,0.0,0.0,0.0
1838,6838,56.0,1.0,1.0,1.0
1839,6839,56.0,1.0,1.0,1.0
1840,6840,56.0,0.0,0.0,0.0
1841,6841,56.0,0.0,0.0,0.0
1842,6842,56.0,0.0,1.0,1.0
1843,6843,56.0,1.0,0.0,1.0
1844,6844,56.0,0.0,0.0,1.0
1845,6845,56.0,0.0,1.0,1.0
1846,6846,56.0,1.0,1.0,1.0
1847,6847,56.0,0.0,1.0,1.0
1848,6848,56.0,1.0,0.0,1.0
1849,6849,56.0,0.0,0.0,0.0
1850,6850,56.0,0.0,1.0,1.0
1851,6851,56.0,0.0,0.0,0.0
1852,6852,56.0,0.0,0.0,0.0
1853,6853,56.0,1.0,1.0,1.0
1854,6854,56.0,0.0,1.0,1.0
1855,6855,56.0,0.0,0.0,1.0
1856,6856,56.0,1.0,0.0,1.0
1857,6857,56.0,0.0,0.0,0.0
1858,6858,56.0,0.0,1.0,0.0
1859,6859,56.0,0.0,1.0,0.0
1860,6860,56.0,0.0,0.0,1.0
1861,6861,56.0,1.0,1.0,1.0
1862,6862,56.0,1.0,0.0,1.0
1863,6863,56.0,1.0,1.0,1.0
1864,6864,56.0,0.0,0.0,0.0
1865,6865,56.0,0.0,0.0,1.0
1866,6866,56.0,0.0,0.0,0.0
1867,6867,56.0,1.0,1.0,0.0
1868,6868,56.0,1.0,0.0,1.0
1869,6869,56.0,1.0,1.0,1.0
1870,6870,56.0,0.0,0.0,0.0
1871,6871,56.0,0.0,1.0,1.0
1872,6872,56.0,1.0,1.0,1.0
1873,6873,56.0,0.0,1.0,0.0
1874,6874,56.0,0.0,0.0,0.0
1875,6875,56.0,1.0,1.0,1.0
1876,6876,56.0,1.0,1.0,1.0
1877,6877,56.0,1.0,1.0,1.0
1878,6878,56.0,0.0,0.0,1.0
1879,6879,56.0,1.0,0.0,1.0
1880,6880,56.0,0.0,0.0,1.0
1881,6881,56.0,0.0,0.0,0.0
1882,6882,56.0,0.0,0.0,1.0
1883,6883,56.0,1.0,1.0,0.0
1884,6884,56.0,0.0,1.0,1.0
1885,6885,56.0,0.0,1.0,0.0
1886,6886,56.0,0.0,0.0,1.0
1887,6887,56.0,0.0,1.0,1.0
1888,6888,56.0,1.0,0.0,1.0
1889,6889,56.0,0.0,1.0,0.0
1890,6890,56.0,0.0,1.0,0.0
1891,6891,56.0,1.0,0.0,1.0
1892,6892,56.0,0.0,1.0,1.0
1893,6893,56.0,0.0,0.0,0.0
1894,6894,56.0,0.0,1.0,0.0
1895,6895,56.0,1.0,0.0,1.0
1896,6896,56.0,1.0,0.0,1.0
1897,6897,56.0,1.0,0.0,1.0
1898,6898,56.0,1.0,0.0,1.0
1899,6899,56.0,0.0,0.0,0.0
1900,6900,56.0,0.0,1.0,0.0
1901,6901,56.0,1.0,1.0,1.0
1902,6902,56.0,1.0,1.0,1.0
1903,6903,56.0,0.0,0.0,1.0
1904,6904,56.0,0.0,0.0,1.0
1905,6905,56.0,1.0,1.0,1.0
1906,6906,56.0,1.0,0.0,1.0
1907,6907,56.0,1.0,0.0,0.0
1908,6908,56.0,1.0,0.0,1.0
1909,6909,56.0,0.0,0.0,1.0
1910,6910,56.0,0.0,0.0,0.0
1911,6911,56.0,0.0,0.0,1.0
1912,6912,56.0,0.0,0.0,0.0
1913,6913,56.0,0.0,0.0,1.0
1914,6914,56.0,0.0,1.0,0.0
1915,6915,56.0,1.0,0.0,1.0
1916,6916,56.0,0.0,0.0,1.0
1917,6917,56.0,1.0,1.0,1.0
1918,6918,56.0,0.0,1.0,0.0
1919,6919,56.0,0.0,1.0,1.0
1920,6920,56.0,1.0,0.0,0.0
1921,6921,56.0,0.0,0.0,0.0
1922,6922,56.0,0.0,1.0,0.0
1923,6923,56.0,1.0,0.0,0.0
1924,6924,56.0,1.0,1.0,1.0
1925,6925,56.0,1.0,1.0,1.0
1926,6926,56.0,0.0,0.0,0.0
1927,6927,56.0,0.0,1.0,0.0
1928,6928,56.0,0.0,1.0,1.0
1929,6929,56.0,1.0,0.0,1.0
1930,6930,56.0,0.0,1.0,1.0
1931,6931,56.0,1.0,1.0,1.0
1932,6932,56.0,1.0,1.0,1.0
1933,6933,56.0,1.0,1.0,1.0
1934,6934,56.0,0.0,0.0,0.0
1935,6935,56.0,0.0,1.0,0.0
1936,6936,56.0,0.0,0.0,1.0
1937,6937,56.0,0.0,0.0,0.0
1938,6938,56.0,0.0,0.0,0.0
1939,6939,56.0,0.0,0.0,0.0
1940,6940,56.0,1.0,0.0,0.0
1941,6941,56.0,0.0,0.0,1.0
1942,6942,56.0,1.0,0.0,1.0
1943,6943,56.0,0.0,0.0,0.0
1944,6944,56.0,0.0,1.0,0.0
1945,6945,56.0,0.0,0.0,1.0
1946,6946,56.0,0.0,0.0,1.0
1947,6947,56.0,0.0,1.0,0.0
1948,6948,56.0,1.0,1.0,1.0
1949,6949,56.0,0.0,1.0,0.0
1950,6950,56.0,0.0,0.0,0.0
1951,6951,56.0,1.0,1.0,1.0
1952,6952,56.0,0.0,1.0,1.0
1953,6953,56.0,0.0,0.0,0.0
1954,6954,56.0,1.0,1.0,1.0
1955,6955,56.0,0.0,0.0,0.0
1956,6956,56.0,0.0,1.0,0.0
1957,6957,56.0,1.0,1.0,1.0
1958,6958,56.0,0.0,1.0,0.0
1959,6959,56.0,0.0,0.0,0.0
1960,6960,56.0,1.0,0.0,1.0
1961,6961,56.0,0.0,0.0,0.0
1962,6962,56.0,1.0,0.0,1.0
1963,6963,56.0,0.0,0.0,0.0
1964,6964,56.0,1.0,1.0,0.0
1965,6965,56.0,0.0,1.0,0.0
1966,6966,56.0,0.0,1.0,1.0
1967,6967,56.0,1.0,1.0,1.0
1968,6968,56.0,0.0,1.0,1.0
1969,6969,56.0,0.0,0.0,0.0
1970,6970,56.0,1.0,1.0,1.0
1971,6971,56.0,0.0,0.0,1.0
1972,6972,56.0,1.0,1.0,1.0
1973,6973,56.0,0.0,1.0,0.0
1974,6974,56.0,1.0,1.0,1.0
1975,6975,56.0,0.0,1.0,1.0
1976,6976,56.0,1.0,1.0,0.0
1977,6977,56.0,0.0,1.0,1.0
1978,6978,56.0,0.0,1.0,0.0
1979,6979,56.0,0.0,1.0,1.0
1980,6980,56.0,1.0,1.0,1.0
1981,6981,56.0,1.0,1.0,1.0
1982,6982,56.0,1.0,1.0,1.0
1983,6983,56.0,0.0,1.0,0.0
1984,6984,56.0,1.0,0.0,0.0
1985,6985,56.0,1.0,0.0,1.0
1986,6986,56.0,0.0,0.0,0.0
1987,6987,56.0,1.0,0.0,1.0
1988,6988,56.0,0.0,0.0,1.0
1989,6989,56.0,0.0,1.0,1.0
1990,6990,56.0,1.0,1.0,1.0
1991,6991,56.0,0.0,1.0,1.0
1992,6992,56.0,0.0,1.0,0.0
1993,6993,56.0,1.0,0.0,1.0
1994,6994,56.0,0.0,0.0,0.0
1995,6995,56.0,0.0,1.0,1.0
1996,6996,56.0,0.0,1.0,0.0
1997,6997,56.0,0.0,0.0,0.0
1998,6998,56.0,1.0,0.0,0.0
1999,6999,56.0,0.0,1.0,1.0
2000,12000,62.0,1.0,1.0,1.0
2001,12001,62.0,0.0,1.0,0.0
2002,12002,62.0,0.0,0.0,0.0
2003,12003,62.0,0.0,1.0,1.0
2004,12004,62.0,1.0,1.0,1.0
2005,12005,62.0,0.0,0.0,1.0
2006,12006,62.0,1.0,0.0,1.0
2007,12007,62.0,0.0,1.0,1.0
2008,12008,62.0,0.0,0.0,0.0
2009,12009,62.0,0.0,0.0,0.0
2010,12010,62.0,0.0,0.0,0.0
2011,12011,62.0,0.0,0.0,1.0
2012,12012,62.0,0.0,0.0,0.0
2013,12013,62.0,1.0,1.0,1.0
2014,12014,62.0,0.0,1.0,0.0
2015,12015,62.0,1.0,0.0,1.0
2016,12016,62.0,1.0,0.0,1.0
2017,12017,62.0,1.0,1.0,1.0
2018,12018,62.0,0.0,1.0,0.0
2019,12019,62.0,0.0,1.0,0.0
2020,12020,62.0,1.0,0.0,1.0
2021,12021,62.0,1.0,0.0,1.0
2022,12022,62.0,0.0,1.0,0.0
2023,12023,62.0,0.0,1.0,1.0
2024,12024,62.0,1.0,0.0,1.0
2025,12025,62.0,1.0,0.0,1.0
2026,12026,62.0,1.0,0.0,1.0
2027,12027,62.0,0.0,1.0,1.0
2028,12028,62.0,1.0,0.0,1.0
2029,12029,62.0,1.0,1.0,1.0
2030,12030,62.0,0.0,0.0,0.0
2031,12031,62.0,0.0,0.0,0.0
2032,12032,62.0,0.0,0.0,0.0
2033,12033,62.0,0.0,0.0,1.0
2034,12034,62.0,0.0,0.0,1.0
2035,12035,62.0,0.0,1.0,0.0
2036,12036,62.0,0.0,0.0,1.0
2037,12037,62.0,0.0,0.0,0.0
2038,12038,62.0,1.0,0.0,1.0
2039,12039,62.0,0.0,1.0,1.0
2040,12040,62.0,0.0,1.0,0.0
2041,12041,62.0,0.0,0.0,1.0
2042,12042,62.0,0.0,0.0,0.0
2043,12043,62.0,0.0,1.0,1.0
2044,12044,62.0,0.0,0.0,1.0
2045,12045,62.0,1.0,1.0,1.0
2046,12046,62.0,0.0,1.0,0.0
2047,12047,62.0,1.0,0.0,1.0
2048,12048,62.0,1.0,0.0,1.0
2049,12049,62.0,0.0,1.0,0.0
2050,12050,62.0,1.0,1.0,1.0
2051,12051,62.0,0.0,0.0,0.0
2052,12052,62.0,0.0,0.0,0.0
2053,12053,62.0,0.0,0.0,1.0
2054,12054,62.0,0.0,0.0,0.0
2055,12055,62.0,0.0,0.0,0.0
2056,12056,62.0,1.0,0.0,1.0
2057,12057,62.0,0.0,0.0,0.0
2058,12058,62.0,0.0,0.0,0.0
2059,12059,62.0,1.0,1.0,1.0
2060,12060,62.0,0.0,1.0,0.0
2061,12061,62.0,0.0,1.0,1.0
2062,12062,62.0,1.0,1.0,0.0
2063,12063,62.0,0.0,0.0,1.0
2064,12064,62.0,0.0,0.0,1.0
2065,12065,62.0,0.0,1.0,0.0
2066,12066,62.0,0.0,0.0,0.0
2067,12067,62.0,0.0,1.0,0.0
2068,12068,62.0,1.0,1.0,1.0
2069,12069,62.0,1.0,1.0,1.0
2070,12070,62.0,0.0,1.0,0.0
2071,12071,62.0,0.0,1.0,1.0
2072,12072,62.0,0.0,0.0,0.0
2073,12073,62.0,1.0,1.0,1.0
2074,12074,62.0,0.0,1.0,0.0
2075,12075,62.0,0.0,0.0,1.0
2076,12076,62.0,1.0,1.0,1.0
2077,12077,62.0,1.0,1.0,1.0
2078,12078,62.0,1.0,0.0,1.0
2079,12079,62.0,1.0,0.0,1.0
2080,12080,62.0,0.0,1.0,1.0
2081,12081,62.0,0.0,1.0,1.0
2082,12082,62.0,0.0,1.0,1.0
2083,12083,62.0,0.0,1.0,0.0
2084,12084,62.0,1.0,0.0,1.0
2085,12085,62.0,1.0,1.0,1.0
2086,12086,62.0,1.0,0.0,1.0
2087,12087,62.0,1.0,0.0,1.0
2088,12088,62.0,1.0,0.0,1.0
2089,12089,62.0,1.0,1.0,1.0
2090,12090,62.0,1.0,1.0,1.0
2091,12091,62.0,1.0,0.0,1.0
2092,12092,62.0,0.0,1.0,1.0
2093,12093,62.0,0.0,1.0,0.0
2094,12094,62.0,0.0,0.0,0.0
2095,12095,62.0,0.0,1.0,0.0
2096,12096,62.0,1.0,1.0,1.0
2097,12097,62.0,0.0,1.0,1.0
2098,12098,62.0,0.0,1.0,0.0
2099,12099,62.0,0.0,1.0,1.0
2100,12100,62.0,1.0,1.0,1.0
2101,12101,62.0,1.0,0.0,1.0
2102,12102,62.0,0.0,0.0,1.0
2103,12103,62.0,0.0,1.0,1.0
2104,12104,62.0,0.0,0.0,1.0
2105,12105,62.0,1.0,1.0,1.0
2106,12106,62.0,0.0,1.0,0.0
2107,12107,62.0,1.0,1.0,1.0
2108,12108,62.0,0.0,1.0,1.0
2109,12109,62.0,0.0,0.0,1.0
2110,12110,62.0,0.0,0.0,1.0
2111,12111,62.0,0.0,0.0,1.0
2112,12112,62.0,0.0,1.0,1.0
2113,12113,62.0,0.0,0.0,1.0
2114,12114,62.0,0.0,1.0,1.0
2115,12115,62.0,0.0,1.0,0.0
2116,12116,62.0,1.0,0.0,1.0
2117,12117,62.0,0.0,1.0,0.0
2118,12118,62.0,0.0,0.0,1.0
2119,12119,62.0,1.0,1.0,1.0
2120,12120,62.0,1.0,1.0,1.0
2121,12121,62.0,0.0,1.0,0.0
2122,12122,62.0,0.0,0.0,1.0
2123,12123,62.0,1.0,0.0,1.0
2124,12124,62.0,1.0,0.0,1.0
2125,12125,62.0,0.0,0.0,0.0
2126,12126,62.0,0.0,0.0,1.0
2127,12127,62.0,0.0,1.0,0.0
2128,12128,62.0,0.0,1.0,0.0
2129,12129,62.0,1.0,0.0,1.0
2130,12130,62.0,0.0,0.0,1.0
2131,12131,62.0,1.0,1.0,1.0
2132,12132,62.0,1.0,1.0,1.0
2133,12133,62.0,1.0,0.0,0.0
2134,12134,62.0,0.0,0.0,1.0
2135,12135,62.0,0.0,0.0,0.0
2136,12136,62.0,1.0,1.0,1.0
2137,12137,62.0,1.0,0.0,1.0
2138,12138,62.0,0.0,1.0,1.0
2139,12139,62.0,1.0,1.0,0.0
2140,12140,62.0,1.0,0.0,1.0
2141,12141,62.0,0.0,1.0,1.0
2142,12142,62.0,0.0,1.0,0.0
2143,12143,62.0,1.0,0.0,1.0
2144,12144,62.0,1.0,1.0,1.0
2145,12145,62.0,0.0,1.0,0.0
2146,12146,62.0,0.0,1.0,0.0
2147,12147,62.0,1.0,0.0,1.0
2148,12148,62.0,0.0,1.0,0.0
2149,12149,62.0,0.0,1.0,0.0
2150,12150,62.0,1.0,1.0,1.0
2151,12151,62.0,1.0,1.0,1.0
2152,12152,62.0,0.0,1.0,1.0
2153,12153,62.0,0.0,1.0,0.0
2154,12154,62.0,0.0,0.0,0.0
2155,12155,62.0,0.0,0.0,0.0
2156,12156,62.0,0.0,1.0,0.0
2157,12157,62.0,0.0,0.0,0.0
2158,12158,62.0,0.0,0.0,0.0
2159,12159,62.0,1.0,0.0,1.0
2160,12160,62.0,0.0,1.0,0.0
2161,12161,62.0,0.0,1.0,0.0
2162,12162,62.0,0.0,0.0,1.0
2163,12163,62.0,1.0,1.0,1.0
2164,12164,62.0,1.0,1.0,1.0
2165,12165,62.0,0.0,0.0,1.0
2166,12166,62.0,0.0,0.0,0.0
2167,12167,62.0,0.0,0.0,1.0
2168,12168,62.0,1.0,1.0,1.0
2169,12169,62.0,0.0,1.0,0.0
2170,12170,62.0,0.0,1.0,1.0
2171,12171,62.0,0.0,0.0,1.0
2172,12172,62.0,0.0,1.0,0.0
2173,12173,62.0,1.0,0.0,1.0
2174,12174,62.0,0.0,0.0,1.0
2175,12175,62.0,0.0,1.0,0.0
2176,12176,62.0,1.0,1.0,1.0
2177,12177,62.0,0.0,1.0,1.0
2178,12178,62.0,1.0,0.0,1.0
2179,12179,62.0,0.0,1.0,0.0
2180,12180,62.0,1.0,1.0,1.0
2181,12181,62.0,0.0,0.0,1.0
2182,12182,62.0,0.0,0.0,0.0
2183,12183,62.0,0.0,1.0,0.0
2184,12184,62.0,0.0,0.0,0.0
2185,12185,62.0,0.0,0.0,0.0
2186,12186,62.0,1.0,1.0,1.0
2187,12187,62.0,0.0,0.0,0.0
2188,12188,62.0,0.0,0.0,0.0
2189,12189,62.0,0.0,1.0,1.0
2190,12190,62.0,1.0,1.0,1.0
2191,12191,62.0,0.0,1.0,1.0
2192,12192,62.0,0.0,1.0,0.0
2193,12193,62.0,1.0,0.0,1.0
2194,12194,62.0,0.0,1.0,0.0
2195,12195,62.0,0.0,1.0,1.0
2196,12196,62.0,0.0,0.0,0.0
2197,12197,62.0,0.0,1.0,0.0
2198,12198,62.0,0.0,0.0,1.0
2199,12199,62.0,1.0,1.0,1.0
2200,12200,62.0,0.0,1.0,0.0
2201,12201,62.0,1.0,1.0,1.0
2202,12202,62.0,0.0,0.0,1.0
2203,12203,62.0,1.0,1.0,1.0
2204,12204,62.0,1.0,1.0,1.0
2205,12205,62.0,0.0,1.0,0.0
2206,12206,62.0,0.0,1.0,0.0
2207,12207,62.0,1.0,1.0,1.0
2208,12208,62.0,0.0,0.0,0.0
2209,12209,62.0,0.0,1.0,0.0
2210,12210,62.0,0.0,0.0,0.0
2211,12211,62.0,0.0,1.0,0.0
2212,12212,62.0,0.0,0.0,1.0
2213,12213,62.0,0.0,0.0,1.0
2214,12214,62.0,0.0,1.0,1.0
2215,12215,62.0,1.0,0.0,1.0
2216,12216,62.0,1.0,1.0,1.0
2217,12217,62.0,1.0,0.0,1.0
2218,12218,62.0,0.0,0.0,1.0
2219,12219,62.0,0.0,1.0,0.0
2220,12220,62.0,1.0,0.0,1.0
2221,12221,62.0,0.0,0.0,1.0
2222,12222,62.0,0.0,0.0,1.0
2223,12223,62.0,1.0,1.0,1.0
2224,12224,62.0,0.0,0.0,0.0
2225,12225,62.0,0.0,0.0,1.0
2226,12226,62.0,1.0,1.0,1.0
2227,12227,62.0,1.0,1.0,1.0
2228,12228,62.0,0.0,1.0,0.0
2229,12229,62.0,1.0,1.0,1.0
2230,12230,62.0,0.0,1.0,0.0
2231,12231,62.0,1.0,1.0,1.0
2232,12232,62.0,1.0,0.0,1.0
2233,12233,62.0,0.0,1.0,1.0
2234,12234,62.0,1.0,0.0,1.0
2235,12235,62.0,0.0,0.0,1.0
2236,12236,62.0,0.0,0.0,0.0
2237,12237,62.0,0.0,0.0,1.0
2238,12238,62.0,1.0,1.0,1.0
2239,12239,62.0,0.0,1.0,1.0
2240,12240,62.0,0.0,0.0,0.0
2241,12241,62.0,0.0,1.0,0.0
2242,12242,62.0,1.0,1.0,1.0
2243,12243,62.0,0.0,1.0,0.0
2244,12244,62.0,0.0,0.0,0.0
2245,12245,62.0,0.0,1.0,1.0
2246,12246,62.0,0.0,0.0,0.0
2247,12247,62.0,1.0,1.0,1.0
2248,12248,62.0,1.0,1.0,1.0
2249,12249,62.0,0.0,0.0,1.0
2250,12250,62.0,0.0,1.0,1.0
2251,12251,62.0,1.0,0.0,1.0
2252,12252,62.0,0.0,1.0,0.0
2253,12253,62.0,1.0,0.0,1.0
2254,12254,62.0,0.0,0.0,1.0
2255,12255,62.0,0.0,1.0,0.0
2256,12256,62.0,1.0,1.0,1.0
2257,12257,62.0,1.0,0.0,1.0
2258,12258,62.0,0.0,0.0,1.0
2259,12259,62.0,0.0,0.0,0.0
2260,12260,62.0,0.0,1.0,1.0
2261,12261,62.0,1.0,1.0,1.0
2262,12262,62.0,1.0,1.0,1.0
2263,12263,62.0,0.0,0.0,1.0
2264,12264,62.0,0.0,0.0,1.0
2265,12265,62.0,1.0,0.0,1.0
2266,12266,62.0,0.0,1.0,1.0
2267,12267,62.0,1.0,1.0,0.0
2268,12268,62.0,1.0,1.0,1.0
2269,12269,62.0,0.0,1.0,0.0
2270,12270,62.0,1.0,0.0,1.0
2271,12271,62.0,0.0,1.0,0.0
2272,12272,62.0,0.0,1.0,0.0
2273,12273,62.0,1.0,0.0,1.0
2274,12274,62.0,0.0,0.0,0.0
2275,12275,62.0,0.0,0.0,0.0
2276,12276,62.0,0.0,1.0,0.0
2277,12277,62.0,0.0,0.0,0.0
2278,12278,62.0,0.0,0.0,0.0
2279,12279,62.0,0.0,1.0,0.0
2280,12280,62.0,1.0,1.0,1.0
2281,12281,62.0,0.0,0.0,1.0
2282,12282,62.0,1.0,0.0,1.0
2283,12283,62.0,0.0,1.0,1.0
2284,12284,62.0,0.0,1.0,1.0
2285,12285,62.0,1.0,1.0,1.0
2286,12286,62.0,0.0,0.0,1.0
2287,12287,62.0,0.0,1.0,1.0
2288,12288,62.0,0.0,0.0,0.0
2289,12289,62.0,1.0,1.0,1.0
2290,12290,62.0,0.0,0.0,1.0
2291,12291,62.0,0.0,1.0,0.0
2292,12292,62.0,0.0,0.0,1.0
2293,12293,62.0,1.0,0.0,1.0
2294,12294,62.0,0.0,1.0,1.0
2295,12295,62.0,0.0,0.0,0.0
2296,12296,62.0,1.0,1.0,1.0
2297,12297,62.0,0.0,1.0,0.0
2298,12298,62.0,0.0,1.0,0.0
2299,12299,62.0,1.0,1.0,1.0
2300,12300,62.0,0.0,0.0,0.0
2301,12301,62.0,1.0,1.0,1.0
2302,12302,62.0,1.0,0.0,0.0
2303,12303,62.0,0.0,1.0,0.0
2304,12304,62.0,0.0,1.0,1.0
2305,12305,62.0,1.0,1.0,1.0
2306,12306,62.0,0.0,1.0,1.0
2307,12307,62.0,0.0,1.0,1.0
2308,12308,62.0,0.0,0.0,1.0
2309,12309,62.0,0.0,0.0,1.0
2310,12310,62.0,0.0,1.0,1.0
2311,12311,62.0,0.0,0.0,0.0
2312,12312,62.0,0.0,0.0,0.0
2313,12313,62.0,1.0,0.0,1.0
2314,12314,62.0,0.0,1.0,0.0
2315,12315,62.0,0.0,1.0,1.0
2316,12316,62.0,0.0,0.0,1.0
2317,12317,62.0,0.0,1.0,0.0
2318,12318,62.0,0.0,0.0,0.0
2319,12319,62.0,0.0,1.0,0.0
2320,12320,62.0,0.0,0.0,0.0
2321,12321,62.0,0.0,0.0,1.0
2322,12322,62.0,0.0,0.0,0.0
2323,12323,62.0,1.0,0.0,1.0
2324,12324,62.0,1.0,0.0,1.0
2325,12325,62.0,1.0,1.0,1.0
2326,12326,62.0,1.0,0.0,1.0
2327,12327,62.0,0.0,0.0,0.0
2328,12328,62.0,0.0,0.0,1.0
2329,12329,62.0,0.0,0.0,1.0
2330,12330,62.0,0.0,1.0,1.0
2331,12331,62.0,0.0,1.0,1.0
2332,12332,62.0,0.0,0.0,0.0
2333,12333,62.0,0.0,0.0,0.0
2334,12334,62.0,1.0,0.0,0.0
2335,12335,62.0,0.0,0.0,0.0
2336,12336,62.0,1.0,1.0,1.0
2337,12337,62.0,0.0,1.0,0.0
2338,12338,62.0,1.0,1.0,0.0
2339,12339,62.0,1.0,1.0,1.0
2340,12340,62.0,0.0,1.0,0.0
2341,12341,62.0,0.0,0.0,0.0
2342,12342,62.0,0.0,0.0,1.0
2343,12343,62.0,1.0,1.0,1.0
2344,12344,62.0,0.0,1.0,1.0
2345,12345,62.0,0.0,1.0,1.0
2346,12346,62.0,0.0,0.0,0.0
2347,12347,62.0,0.0,1.0,0.0
2348,12348,62.0,0.0,1.0,1.0
2349,12349,62.0,0.0,1.0,0.0
2350,12350,62.0,0.0,0.0,1.0
2351,12351,62.0,0.0,0.0,1.0
2352,12352,62.0,0.0,0.0,1.0
2353,12353,62.0,1.0,0.0,1.0
2354,12354,62.0,0.0,0.0,0.0
2355,12355,62.0,0.0,1.0,1.0
2356,12356,62.0,1.0,0.0,1.0
2357,12357,62.0,0.0,1.0,1.0
2358,12358,62.0,1.0,0.0,1.0
2359,12359,62.0,0.0,0.0,1.0
2360,12360,62.0,1.0,0.0,1.0
2361,12361,62.0,0.0,0.0,0.0
2362,12362,62.0,0.0,1.0,1.0
2363,12363,62.0,0.0,1.0,1.0
2364,12364,62.0,0.0,0.0,0.0
2365,12365,62.0,1.0,0.0,1.0
2366,12366,62.0,1.0,1.0,1.0
2367,12367,62.0,1.0,0.0,1.0
2368,12368,62.0,1.0,1.0,1.0
2369,12369,62.0,0.0,0.0,0.0
2370,12370,62.0,0.0,0.0,1.0
2371,12371,62.0,0.0,0.0,1.0
2372,12372,62.0,1.0,1.0,1.0
2373,12373,62.0,1.0,1.0,1.0
2374,12374,62.0,0.0,0.0,0.0
2375,12375,62.0,1.0,0.0,1.0
2376,12376,62.0,0.0,1.0,1.0
2377,12377,62.0,0.0,1.0,1.0
2378,12378,62.0,0.0,0.0,1.0
2379,12379,62.0,0.0,0.0,0.0
2380,12380,62.0,1.0,1.0,1.0
2381,12381,62.0,0.0,1.0,1.0
2382,12382,62.0,0.0,1.0,1.0
2383,12383,62.0,0.0,0.0,0.0
2384,12384,62.0,0.0,0.0,0.0
2385,12385,62.0,1.0,0.0,1.0
2386,12386,62.0,0.0,1.0,1.0
2387,12387,62.0,0.0,1.0,0.0
2388,12388,62.0,0.0,1.0,0.0
2389,12389,62.0,0.0,0.0,0.0
2390,12390,62.0,0.0,1.0,1.0
2391,12391,62.0,1.0,1.0,1.0
2392,12392,62.0,0.0,1.0,0.0
2393,12393,62.0,0.0,1.0,1.0
2394,12394,62.0,0.0,1.0,0.0
2395,12395,62.0,0.0,0.0,0.0
2396,12396,62.0,0.0,1.0,1.0
2397,12397,62.0,0.0,0.0,0.0
2398,12398,62.0,0.0,1.0,0.0
2399,12399,62.0,1.0,0.0,1.0
2400,12400,62.0,1.0,1.0,1.0
2401,12401,62.0,0.0,0.0,0.0
2402,12402,62.0,1.0,0.0,0.0
2403,12403,62.0,0.0,0.0,1.0
2404,12404,62.0,0.0,0.0,0.0
2405,12405,62.0,0.0,1.0,1.0
2406,12406,62.0,0.0,0.0,0.0
2407,12407,62.0,0.0,0.0,1.0
2408,12408,62.0,0.0,1.0,1.0
2409,12409,62.0,0.0,1.0,0.0
2410,12410,62.0,0.0,0.0,0.0
2411,12411,62.0,1.0,0.0,0.0
2412,12412,62.0,0.0,0.0,0.0
2413,12413,62.0,0.0,0.0,0.0
2414,12414,62.0,1.0,1.0,1.0
2415,12415,62.0,0.0,0.0,1.0
2416,12416,62.0,1.0,1.0,1.0
2417,12417,62.0,0.0,0.0,0.0
2418,12418,62.0,0.0,0.0,1.0
2419,12419,62.0,0.0,0.0,1.0
2420,12420,62.0,1.0,0.0,1.0
2421,12421,62.0,0.0,0.0,1.0
2422,12422,62.0,0.0,0.0,0.0
2423,12423,62.0,1.0,0.0,1.0
2424,12424,62.0,0.0,0.0,0.0
2425,12425,62.0,0.0,1.0,0.0
2426,12426,62.0,0.0,1.0,0.0
2427,12427,62.0,0.0,0.0,1.0
2428,12428,62.0,0.0,0.0,1.0
2429,12429,62.0,0.0,1.0,1.0
2430,12430,62.0,0.0,0.0,0.0
2431,12431,62.0,0.0,0.0,1.0
2432,12432,62.0,0.0,0.0,0.0
2433,12433,62.0,0.0,1.0,0.0
2434,12434,62.0,1.0,1.0,1.0
2435,12435,62.0,1.0,1.0,0.0
2436,12436,62.0,0.0,1.0,1.0
2437,12437,62.0,0.0,1.0,1.0
2438,12438,62.0,0.0,1.0,1.0
2439,12439,62.0,0.0,0.0,0.0
2440,12440,62.0,0.0,0.0,1.0
2441,12441,62.0,0.0,0.0,0.0
2442,12442,62.0,0.0,1.0,0.0
2443,12443,62.0,1.0,1.0,1.0
2444,12444,62.0,1.0,1.0,1.0
2445,12445,62.0,1.0,0.0,1.0
2446,12446,62.0,0.0,1.0,0.0
2447,12447,62.0,1.0,0.0,1.0
2448,12448,62.0,1.0,1.0,1.0
2449,12449,62.0,0.0,0.0,0.0
2450,12450,62.0,1.0,1.0,0.0
2451,12451,62.0,0.0,0.0,1.0
2452,12452,62.0,0.0,0.0,1.0
2453,12453,62.0,0.0,1.0,0.0
2454,12454,62.0,1.0,0.0,1.0
2455,12455,62.0,0.0,1.0,1.0
2456,12456,62.0,1.0,1.0,1.0
2457,12457,62.0,1.0,1.0,1.0
2458,12458,62.0,0.0,0.0,1.0
2459,12459,62.0,0.0,1.0,1.0
2460,12460,62.0,0.0,0.0,1.0
2461,12461,62.0,0.0,1.0,0.0
2462,12462,62.0,0.0,0.0,1.0
2463,12463,62.0,1.0,0.0,0.0
2464,12464,62.0,0.0,0.0,1.0
2465,12465,62.0,0.0,1.0,1.0
